game_id,match_id,json_url
2026212076,2826727,https://fibalivestats.dcd.shared.geniussports.com/data/2826727/data.json
2026212077,2734839,https://fibalivestats.dcd.shared.geniussports.com/data/2734839/data.json
2026212078,2763892,https://fibalivestats.dcd.shared.geniussports.com/data/2763892/data.json
2026212079,2763891,https://fibalivestats.dcd.shared.geniussports.com/data/2763891/data.json
2026212080,2771069,https://fibalivestats.dcd.shared.geniussports.com/data/2771069/data.json
2026212081,2776670,https://fibalivestats.dcd.shared.geniussports.com/data/2776670/data.json
2026212082,2779662,https://fibalivestats.dcd.shared.geniussports.com/data/2779662/data.json
2026212083,2789924,https://fibalivestats.dcd.shared.geniussports.com/data/2789924/data.json
2026212084,2797022,https://fibalivestats.dcd.shared.geniussports.com/data/2797022/data.json
2026212085,2804247,https://fibalivestats.dcd.shared.geniussports.com/data/2804247/data.json
2026212086,2810171,https://fibalivestats.dcd.shared.geniussports.com/data/2810171/data.json
2026212087,2816134,https://fibalivestats.dcd.shared.geniussports.com/data/2816134/data.json
2026212088,2823535,https://fibalivestats.dcd.shared.geniussports.com/data/2823535/data.json
2026212089,2823540,https://fibalivestats.dcd.shared.geniussports.com/data/2823540/data.json
2026212090,2756859,https://fibalivestats.dcd.shared.geniussports.com/data/2756859/data.json
2026212091,2763890,https://fibalivestats.dcd.shared.geniussports.com/data/2763890/data.json
2026212092,2766668,https://fibalivestats.dcd.shared.geniussports.com/data/2766668/data.json
2026212093,2775527,https://fibalivestats.dcd.shared.geniussports.com/data/2775527/data.json
2026212094,2776667,https://fibalivestats.dcd.shared.geniussports.com/data/2776667/data.json
2026212095,2789923,https://fibalivestats.dcd.shared.geniussports.com/data/2789923/data.json
2026212096,2796766,https://fibalivestats.dcd.shared.geniussports.com/data/2796766/data.json
2026212097,2800188,https://fibalivestats.dcd.shared.geniussports.com/data/2800188/data.json
2026212098,2807460,https://fibalivestats.dcd.shared.geniussports.com/data/2807460/data.json
2026212099,2813114,https://fibalivestats.dcd.shared.geniussports.com/data/2813114/data.json
2026212100,2823536,https://fibalivestats.dcd.shared.geniussports.com/data/2823536/data.json
2026212101,2826719,https://fibalivestats.dcd.shared.geniussports.com/data/2826719/data.json
2026212102,2826728,https://fibalivestats.dcd.shared.geniussports.com/data/2826728/data.json
2026212103,2746239,https://fibalivestats.dcd.shared.geniussports.com/data/2746239/data.json
2026212104,2756858,https://fibalivestats.dcd.shared.geniussports.com/data/2756858/data.json
2026212105,2766667,https://fibalivestats.dcd.shared.geniussports.com/data/2766667/data.json
2026212106,2764458,https://fibalivestats.dcd.shared.geniussports.com/data/2764458/data.json
2026212107,2776666,https://fibalivestats.dcd.shared.geniussports.com/data/2776666/data.json
2026212108,2779661,https://fibalivestats.dcd.shared.geniussports.com/data/2779661/data.json
2026212109,2789913,https://fibalivestats.dcd.shared.geniussports.com/data/2789913/data.json
2026212110,2796767,https://fibalivestats.dcd.shared.geniussports.com/data/2796767/data.json
2026212111,2797021,https://fibalivestats.dcd.shared.geniussports.com/data/2797021/data.json
2026212112,2804246,https://fibalivestats.dcd.shared.geniussports.com/data/2804246/data.json
2026212113,2810170,https://fibalivestats.dcd.shared.geniussports.com/data/2810170/data.json
2026212114,2810169,https://fibalivestats.dcd.shared.geniussports.com/data/2810169/data.json
2026212115,2816069,https://fibalivestats.dcd.shared.geniussports.com/data/2816069/data.json
2026212116,2746451,https://fibalivestats.dcd.shared.geniussports.com/data/2746451/data.json
2026212117,2756857,https://fibalivestats.dcd.shared.geniussports.com/data/2756857/data.json
2026212118,2779659,https://fibalivestats.dcd.shared.geniussports.com/data/2779659/data.json
2026212119,2766666,https://fibalivestats.dcd.shared.geniussports.com/data/2766666/data.json
2026212120,2766665,https://fibalivestats.dcd.shared.geniussports.com/data/2766665/data.json
2026212121,2771068,https://fibalivestats.dcd.shared.geniussports.com/data/2771068/data.json
2026212122,2775519,https://fibalivestats.dcd.shared.geniussports.com/data/2775519/data.json
2026212123,2779658,https://fibalivestats.dcd.shared.geniussports.com/data/2779658/data.json
2026212124,2784647,https://fibalivestats.dcd.shared.geniussports.com/data/2784647/data.json
2026212125,2789912,https://fibalivestats.dcd.shared.geniussports.com/data/2789912/data.json
2026212126,2793238,https://fibalivestats.dcd.shared.geniussports.com/data/2793238/data.json
2026212127,2826723,https://fibalivestats.dcd.shared.geniussports.com/data/2826723/data.json
2026212128,2775513,https://fibalivestats.dcd.shared.geniussports.com/data/2775513/data.json
2026212129,2755485,https://fibalivestats.dcd.shared.geniussports.com/data/2755485/data.json
2026212130,2763889,https://fibalivestats.dcd.shared.geniussports.com/data/2763889/data.json
2026212131,2766664,https://fibalivestats.dcd.shared.geniussports.com/data/2766664/data.json
2026212132,2775509,https://fibalivestats.dcd.shared.geniussports.com/data/2775509/data.json
2026212133,2776665,https://fibalivestats.dcd.shared.geniussports.com/data/2776665/data.json
2026212134,2779657,https://fibalivestats.dcd.shared.geniussports.com/data/2779657/data.json
2026212135,2784646,https://fibalivestats.dcd.shared.geniussports.com/data/2784646/data.json
2026212136,2792395,https://fibalivestats.dcd.shared.geniussports.com/data/2792395/data.json
2026212137,2793237,https://fibalivestats.dcd.shared.geniussports.com/data/2793237/data.json
2026212138,2810168,https://fibalivestats.dcd.shared.geniussports.com/data/2810168/data.json
2026212139,2816133,https://fibalivestats.dcd.shared.geniussports.com/data/2816133/data.json
2026212140,2823539,https://fibalivestats.dcd.shared.geniussports.com/data/2823539/data.json
2026212141,2826734,https://fibalivestats.dcd.shared.geniussports.com/data/2826734/data.json
2026212142,2756856,https://fibalivestats.dcd.shared.geniussports.com/data/2756856/data.json
2026212143,2776663,https://fibalivestats.dcd.shared.geniussports.com/data/2776663/data.json
2026212144,2789911,https://fibalivestats.dcd.shared.geniussports.com/data/2789911/data.json
2026212145,2792394,https://fibalivestats.dcd.shared.geniussports.com/data/2792394/data.json
2026212146,2797020,https://fibalivestats.dcd.shared.geniussports.com/data/2797020/data.json
2026212147,2800187,https://fibalivestats.dcd.shared.geniussports.com/data/2800187/data.json
2026212148,2804245,https://fibalivestats.dcd.shared.geniussports.com/data/2804245/data.json
2026212149,2807458,https://fibalivestats.dcd.shared.geniussports.com/data/2807458/data.json
2026212150,2807434,https://fibalivestats.dcd.shared.geniussports.com/data/2807434/data.json
2026212151,2810167,https://fibalivestats.dcd.shared.geniussports.com/data/2810167/data.json
